State,Sub-Category,Product Name,total_sales,total_profit,avg_discount,unique_orders
Pennsylvania,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",23.696,6.5164,0.2,1
South Carolina,Binders,"Wilson Jones Hanging View Binder, White, 1""",14.2,6.532,0.0,1
Virginia,Fasteners,Staples,15.1,6.5324,0.0,2
North Carolina,Appliances,Holmes HEPA Air Purifier,34.848,6.534,0.2,1
Pennsylvania,Appliances,Holmes HEPA Air Purifier,34.848,6.534,0.2,1
Arizona,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",104.696,6.5435,0.2,1
New Hampshire,Furnishings,"Master Big Foot Doorstop, Beige",21.12,6.5472,0.0,1
California,Bookcases,Bush Somerset Collection Bookcase,556.665,6.549,0.15,1
Illinois,Labels,Avery 51,20.16,6.552,0.2,1
Oregon,Art,Peel-Off China Markers,23.832,6.5538,0.2,1
New York,Art,4009 Highlighters by Sanford,19.9,6.567,0.0,1
New Jersey,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,14.28,6.5688,0.0,1
Delaware,Furnishings,Stacking Trays by OIC,19.92,6.5736,0.0,1
Missouri,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,13.71,6.5808,0.0,1
Tennessee,Furnishings,DAX Wood Document Frame,32.952,6.5904,0.2,1
New Jersey,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",22.75,6.5975,0.0,1
Texas,Paper,Xerox 1990,21.12,6.6,0.2,1
Arizona,Art,Boston 16801 Nautilus Battery Pencil Sharpener,88.04,6.603,0.2,1
New York,Art,Prang Colored Pencils,14.7,6.615,0.0,1
Maryland,Art,Prang Colored Pencils,14.7,6.615,0.0,1
Oregon,Paper,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",19.608,6.6177,0.2,1
Virginia,Labels,Avery 492,14.4,6.624,0.0,1
Utah,Accessories,Imation 30456 USB Flash Drive 8GB,82.8,6.624,0.0,1
Washington,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",18.288,6.6294,0.2,1
Kentucky,Supplies,Acme Titanium Bonded Scissors,25.5,6.63,0.0,1
South Dakota,Supplies,Acme Titanium Bonded Scissors,25.5,6.63,0.0,1
Texas,Paper,Xerox 1881,19.648,6.6312,0.2,1
California,Art,Turquoise Lead Holder with Pocket Clip,20.1,6.633,0.0,1
Idaho,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,20.416,6.6352,0.2,1
New York,Storage,Safco Industrial Shelving,221.55,6.6465,0.0,1
Tennessee,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",18.336,6.6468,0.2,1
California,Art,Newell 35,22.959999999999997,6.6584,0.0,3
Virginia,Art,Newell 321,22.96,6.6584,0.0,1
Virginia,Art,Newell 349,22.96,6.6584,0.0,1
Arkansas,Art,Newell 351,22.96,6.6584,0.0,1
Washington,Storage,Eldon Gobal File Keepers,166.54,6.6616,0.0,2
Kentucky,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",14.2,6.674,0.0,1
Ohio,Fasteners,Advantus SlideClip Paper Clips,19.096,6.6836,0.2,1
Massachusetts,Supplies,Acme Office Executive Series Stainless Steel Trimmers,25.71,6.6846,0.0,1
California,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,66.976,6.6976,0.2,1
Indiana,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,23.92,6.6976,0.0,1
Tennessee,Appliances,Staple holder,76.608,6.7032,0.2,1
New Mexico,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",67.04,6.704,0.2,1
Illinois,Paper,Xerox 1899,18.496,6.7048,0.2,1
Arizona,Paper,Xerox 1899,18.496,6.7048,0.2,1
Pennsylvania,Paper,Xerox 196,18.496,6.7048,0.2,1
Michigan,Storage,Fellowes Desktop Hanging File Manager,26.86,6.715,0.0,1
Texas,Phones,Apple EarPods with Remote and Mic,67.176,6.7176,0.2,1
New York,Appliances,Hoover Portapower Portable Vacuum,26.88,6.72,0.0,1
Arizona,Paper,Xerox 1970,19.92,6.723,0.2,1
Georgia,Binders,Acco Translucent Poly Ring Binders,14.04,6.7392,0.0,1
New York,Paper,"Memo Book, 100 Message Capacity, 5 3/8 x 11",13.48,6.74,0.0,1
Oregon,Accessories,Memorex Froggy Flash Drive 8 GB,28.4,6.745,0.2,1
Michigan,Binders,UniKeep View Case Binders,14.67,6.7482,0.0,1
Texas,Storage,Staple magnet,67.536,6.7536,0.2,1
Missouri,Accessories,Imation Clip USB flash drive - 8 GB,112.8,6.768,0.0,1
Tennessee,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,67.92,6.792,0.2,1
Ohio,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,21.744,6.795,0.2,1
Minnesota,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,6.7966,0.0,1
Washington,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,6.7966,0.0,1
Tennessee,Phones,Nortel Networks T7316 E Nt8 B27,108.784,6.799,0.2,1
Pennsylvania,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",68.096,6.8096,0.2,2
North Carolina,Art,Zebra Zazzle Fluorescent Highlighters,38.912,6.8096,0.2,2
Texas,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",20.96,6.812,0.2,1
Texas,Art,Sanford Liquid Accent Highlighters,32.064,6.8136,0.2,1
California,Binders,Presstex Flexible Ring Binders,18.2,6.824999999999999,0.2,2
Pennsylvania,Furnishings,Hand-Finished Solid Wood Document Frame,54.768,6.846,0.2,1
Iowa,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",15.24,6.858,0.0,1
South Carolina,Binders,"Angle-D Binders with Locking Rings, Label Holders",14.6,6.862,0.0,1
Connecticut,Labels,Avery 519,14.62,6.8714,0.0,1
Washington,Labels,Avery 486,14.62,6.8714,0.0,1
Oklahoma,Labels,Avery 519,14.62,6.8714,0.0,1
South Dakota,Labels,Avery 486,14.62,6.8714,0.0,1
Montana,Labels,Avery 500,14.62,6.8714,0.0,1
Mississippi,Labels,Avery 516,14.62,6.8714,0.0,1
California,Labels,Avery 486,14.62,6.8714,0.0,1
Nevada,Labels,Avery 483,14.94,6.8724,0.0,1
Minnesota,Labels,Avery 513,14.94,6.8724,0.0,1
Alabama,Labels,Avery 499,14.94,6.8724,0.0,1
Missouri,Labels,Avery 483,14.94,6.8724,0.0,1
California,Labels,Avery 513,14.940000000000001,6.8724,0.0,2
Delaware,Labels,Avery White Multi-Purpose Labels,14.94,6.8724,0.0,1
Indiana,Storage,Recycled Eldon Regeneration Jumbo File,24.56,6.8768,0.0,1
Minnesota,Storage,Recycled Eldon Regeneration Jumbo File,24.56,6.8768,0.0,1
Washington,Binders,Pressboard Hanging Data Binders for Unburst Sheets,19.68,6.888,0.2,1
Arizona,Paper,Things To Do Today Spiral Book,19.008,6.8904,0.2,1
New York,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",14.98,6.8908,0.0,1
Washington,Appliances,Belkin F5C206VTEL 6 Outlet Surge,22.98,6.894,0.0,1
Indiana,Furnishings,"Master Caster Door Stop, Brown",20.32,6.9088,0.0,1
Georgia,Furnishings,"Master Caster Door Stop, Gray",20.32,6.9088,0.0,1
California,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,19.752,6.9132,0.2,1
Massachusetts,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",14.73,6.9231,0.0,1
Virginia,Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",23.08,6.924,0.0,1
Washington,Art,Newell 309,23.1,6.93,0.0,1
Illinois,Paper,Xerox 1903,19.136,6.9368,0.2,1
Massachusetts,Labels,Avery 52,14.76,6.9372,0.0,1
Alabama,Art,Newell 31,24.78,6.9384,0.0,1
Mississippi,Binders,DXL Angle-View Binders with Locking Rings by Samsill,15.42,6.939,0.0,1
Illinois,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,22.24,6.95,0.2,2
California,Art,BIC Brite Liner Highlighters,16.56,6.9552,0.0,1
New Hampshire,Fasteners,Staples,14.82,6.9654,0.0,1
New York,Storage,Eldon Simplefile Box Office,24.88,6.9664,0.0,1
Washington,Binders,Cardinal Holdit Business Card Pockets,19.92,6.972,0.2,1
Virginia,Art,Newell 314,27.9,6.975,0.0,1
Tennessee,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",111.672,6.9795,0.2,1
Texas,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",111.672,6.9795,0.2,1
Pennsylvania,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack",27.968,6.992,0.2,1
Tennessee,Phones,iHome FM Clock Radio with Lightning Dock,111.984,6.999,0.2,1
Nebraska,Furnishings,Staple-based wall hangings,15.92,7.0048,0.0,1
Colorado,Envelopes,Staple envelope,18.688,7.008,0.2,1
Colorado,Furnishings,Staple-based wall hangings,23.376,7.0128,0.2,1
California,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",15.25,7.015,0.0,1
California,Paper,Xerox 1970,14.94,7.0218,0.0,1
Rhode Island,Paper,Xerox 1970,14.94,7.0218,0.0,1
Oklahoma,Paper,Xerox 1952,14.94,7.0218,0.0,1
Kentucky,Paper,Xerox 198,14.94,7.0218,0.0,1
Massachusetts,Paper,Xerox 1970,14.94,7.0218,0.0,1
New York,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",15.96,7.0224,0.0,1
Pennsylvania,Labels,Staple-on labels,20.808,7.0227,0.2,1
Pennsylvania,Paper,Strathmore Photo Mount Cards,21.696,7.0512,0.2,1
California,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",16.4,7.052,0.0,1
New York,Labels,Avery 514,14.4,7.056,0.0,1
Nebraska,Labels,Avery 49,14.4,7.056,0.0,1
New Jersey,Labels,Avery 514,14.4,7.056,0.0,1
Utah,Labels,Avery 514,14.4,7.056,0.0,1
Texas,Envelopes,Quality Park Security Envelopes,20.936,7.0659,0.2,1
Arizona,Furnishings,Eldon Wave Desk Accessories,23.56,7.068,0.2,1
New Jersey,Binders,Tuff Stuff Recycled Round Ring Binders,14.46,7.0854,0.0,1
North Dakota,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",21.5,7.095,0.0,1
Virginia,Furnishings,Acrylic Self-Standing Desk Frames,18.69,7.1022,0.0,1
California,Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",18.7,7.106,0.0,1
Colorado,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",22.752,7.11,0.2,1
Washington,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,569.568,7.1196,0.2,1
Georgia,Paper,Xerox 1990,15.84,7.128,0.0,1
Michigan,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),15.84,7.128,0.0,1
Virginia,Binders,Wilson Jones Standard D-Ring Binders,15.18,7.1346,0.0,1
Tennessee,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,81.568,7.1372,0.2,1
California,Paper,Rediform Voice Mail Log Books,14.9,7.152,0.0,1
Kansas,Supplies,Compact Automatic Electric Letter Opener,357.93,7.1586,0.0,1
Georgia,Furnishings,"Eldon 200 Class Desk Accessories, Black",18.84,7.1592,0.0,1
Arkansas,Art,Newell 327,26.52,7.1604,0.0,2
Georgia,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",15.24,7.1628,0.0,1
Virginia,Binders,Cardinal Holdit Business Card Pockets,14.94,7.1712,0.0,1
California,Phones,Cisco SPA525G2 IP Phone - Wireless,95.76,7.182,0.2,1
Washington,Storage,Fellowes Officeware Wire Shelving,359.32,7.1864,0.0,1
Tennessee,Art,Model L Table or Wall-Mount Pencil Sharpener,71.96,7.196,0.2,1
California,Phones,Nokia Lumia 521 (T-Mobile),71.976,7.1976,0.2,1
Florida,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,47.992,7.1988,0.2,1
Virginia,Labels,Avery 480,15.0,7.2,0.0,1
Maryland,Labels,Avery 509,15.66,7.2036,0.0,1
Washington,Binders,Pressboard Data Binders by Wilson Jones,21.36,7.209,0.2,1
New York,Supplies,Premier Automatic Letter Opener,240.37,7.2111,0.0,1
Pennsylvania,Furnishings,OIC Stacking Trays,24.048,7.2144,0.2,1
California,Labels,Avery 478,14.73,7.2177,0.0,1
Georgia,Labels,Avery 493,14.73,7.2177,0.0,1
California,Labels,Avery 508,14.73,7.2177,0.0,1
Washington,Furnishings,DAX Solid Wood Frames,19.54,7.2298,0.0,1
North Carolina,Paper,Easy-staple paper,22.224,7.2438,0.2,2
Louisiana,Accessories,HP Standard 104 key PS/2 Keyboard,29.0,7.25,0.0,1
Alabama,Accessories,HP Standard 104 key PS/2 Keyboard,29.0,7.25,0.0,1
Missouri,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,24.18,7.254,0.0,1
Florida,Paper,Xerox 221,20.736,7.2576,0.2,1
Colorado,Paper,Xerox 225,20.736,7.2576,0.2,1
Oregon,Paper,Xerox 225,20.736,7.2576,0.2,1
Florida,Paper,Xerox 227,20.736,7.2576,0.2,1
Tennessee,Paper,Xerox 1996,20.736,7.2576,0.2,1
Pennsylvania,Paper,Xerox 1997,20.736,7.2576,0.2,1
Texas,Paper,Xerox 205,20.736,7.2576,0.2,1
Texas,Paper,Xerox 207,20.736,7.2576,0.2,1
Florida,Paper,Xerox 2000,20.736,7.2576,0.2,1
Pennsylvania,Paper,Xerox 1946,20.736,7.2576,0.2,1
Arizona,Paper,Xerox 1976,20.736,7.2576,0.2,1
Illinois,Paper,Xerox 217,20.736,7.2576,0.2,1
Texas,Paper,Xerox 230,20.736,7.2576,0.2,1
Texas,Paper,Xerox 221,20.736,7.2576,0.2,1
Ohio,Paper,Xerox 226,20.736,7.2576,0.2,1
Tennessee,Paper,Xerox 21,20.736,7.2576,0.2,1
Ohio,Fasteners,OIC Bulk Pack Metal Binder Clips,22.336,7.2592,0.2,2
Texas,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,58.112,7.264,0.2,1
Ohio,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,58.112,7.264,0.2,1
Ohio,Furnishings,Contemporary Wood/Metal Frame,38.784,7.272,0.2,1
Washington,Art,Boston 1799 Powerhouse Electric Pencil Sharpener,25.98,7.2744,0.0,1
Florida,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",48.672,7.3008,0.2,1
Pennsylvania,Furnishings,"Career Cubicle Clock, 8 1/4"", Black",32.448,7.3008,0.2,1
California,Storage,Acco Perma 4000 Stacking Storage Drawers,48.72,7.308,0.0,1
Indiana,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),14.94,7.3206,0.0,1
North Carolina,Fasteners,Staples,26.456,7.327500000000001,0.2,2
Connecticut,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",14.99,7.3451,0.0,1
Delaware,Accessories,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",104.97,7.3479,0.0,1
California,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",28.28,7.3528,0.0,1
New York,Art,"Crayola Anti Dust Chalk, 12/Pack",16.38,7.371,0.0,1
Mississippi,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,18.92,7.3788,0.0,1
New York,Binders,Canvas Sectional Post Binders,20.368,7.3834,0.2,1
California,Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",27.36,7.3872,0.0,1
California,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,15.4,7.3919999999999995,0.0,2
Louisiana,Furnishings,Longer-Life Soft White Bulbs,15.4,7.392,0.0,1
Pennsylvania,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",23.68,7.4,0.2,1
Texas,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",23.68,7.4,0.2,1
New Jersey,Appliances,Fellowes Advanced Computer Series Surge Protectors,26.49,7.4172,0.0,1
Colorado,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",21.24,7.434,0.2,1
Ohio,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,21.248,7.4368,0.2,1
California,Art,"Eberhard Faber 3 1/2"" Golf Pencils",29.76,7.44,0.0,2
Florida,Storage,Steel Personal Filing/Posting Tote,85.224,7.4571,0.2,1
Michigan,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,26.64,7.4592,0.0,1
Illinois,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,39.816,7.4655,0.2,1
Florida,Art,Avery Hi-Liter Smear-Safe Highlighters,37.376,7.4752,0.2,1
Michigan,Art,Stanley Contemporary Battery Pencil Sharpeners,26.7,7.476,0.0,1
Florida,Paper,Xerox 195,21.376,7.4816,0.2,1
Kentucky,Binders,"Avery Durable Slant Ring Binders, No Labels",15.92,7.4824,0.0,1
Michigan,Binders,"Avery Durable Slant Ring Binders, No Labels",15.92,7.4824,0.0,1
Georgia,Binders,"Avery Durable Slant Ring Binders, No Labels",15.92,7.4824,0.0,1
Michigan,Envelopes,Security-Tint Envelopes,15.28,7.4872,0.0,1
Georgia,Envelopes,Security-Tint Envelopes,15.28,7.4872,0.0,1
Ohio,Paper,Xerox 1921,23.976,7.4925,0.2,1
California,Phones,Panasonic KX T7736-B Digital phone,119.96,7.4975,0.2,1
Pennsylvania,Accessories,Plantronics Audio 478 Stereo USB Headset,39.992,7.4985,0.2,1
California,Art,Avery Hi-Liter Fluorescent Desk Style Markers,20.279999999999998,7.5036000000000005,0.0,2
Colorado,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,21.44,7.504,0.2,1
Ohio,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",22.248,7.5087,0.2,1
Washington,Binders,Ibico Presentation Index for Binding Systems,22.288,7.5222,0.2,2
Maryland,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",20.9,7.524,0.0,1
Nebraska,Appliances,Fellowes Basic Home/Office Series Surge Protectors,25.96,7.5284,0.0,1
New York,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",25.99,7.5371,0.0,1
Michigan,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",25.99,7.5371,0.0,1
Utah,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",25.99,7.5371,0.0,1
Texas,Storage,"Tennsco Lockers, Sand",151.056,7.5528,0.2,1
Florida,Storage,"Decoflex Hanging Personal Folder File, Blue",86.352,7.5558,0.2,2
Georgia,Labels,Self-Adhesive Removable Labels,15.75,7.56,0.0,1
Utah,Labels,Self-Adhesive Removable Labels,15.75,7.56,0.0,1
California,Paper,Tops Wirebound Message Log Books,16.45,7.567,0.0,2
Delaware,Paper,Tops Wirebound Message Log Books,16.45,7.567,0.0,1
North Carolina,Storage,Project Tote Personal File,67.344,7.5762,0.2,1
Virginia,Art,Crayola Colored Pencils,22.96,7.5768,0.0,1
Wisconsin,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",18.96,7.584,0.0,1
California,Binders,Wilson Jones Four-Pocket Poly Binders,20.928,7.5864,0.2,1
Florida,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",60.768,7.596,0.2,1
New Hampshire,Labels,Avery 476,16.52,7.5992,0.0,1
New York,Art,Newell Chalk Holder,16.52,7.5992,0.0,1
Oregon,Envelopes,Peel & Seel Envelopes,21.728,7.6048,0.2,1
Washington,Supplies,"Elite 5"" Scissors",25.35,7.605,0.0,1
Texas,Accessories,Logitech ClearChat Comfort/USB Headset H390,46.864,7.6154,0.2,1
Tennessee,Accessories,Logitech ClearChat Comfort/USB Headset H390,46.864,7.6154,0.2,1
Tennessee,Envelopes,Staple envelope,23.472,7.6284,0.2,1
Pennsylvania,Furnishings,Staple-based wall hangings,25.472,7.6416,0.2,1
Virginia,Binders,Zipper Ring Binder Pockets,15.6,7.644,0.0,1
Massachusetts,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",23.18,7.6494,0.0,1
California,Supplies,Acme Value Line Scissors,25.55,7.665,0.0,3
New York,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",17.04,7.668,0.0,1
Rhode Island,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",17.04,7.668,0.0,1
California,Paper,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",16.34,7.6798,0.0,1
Nebraska,Binders,GBC VeloBinder Strips,15.36,7.68,0.0,1
Mississippi,Paper,EcoTones Memo Sheets,16.0,7.68,0.0,1
Oregon,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",22.776,7.6869,0.2,1
Ohio,Furnishings,Nu-Dell Oak Frame,51.264,7.6896,0.2,1
Arizona,Furnishings,"Electrix Incandescent Magnifying Lamp, Black",87.96,7.6965,0.2,1
Illinois,Storage,"SAFCO Mobile Desk Side File, Wire Frame",102.624,7.6968,0.2,1
Illinois,Paper,Tops Wirebound Message Log Books,23.688,7.6986,0.2,1
Ohio,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",28.0,7.7,0.2,1
Arizona,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",68.448,7.7004,0.2,1
Washington,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",24.85,7.7035,0.0,1
California,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",24.85,7.7035,0.0,2
California,Paper,Xerox 1927,17.12,7.704,0.0,2
New York,Paper,Xerox 1962,17.12,7.704,0.0,1
Pennsylvania,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,77.24,7.724,0.2,1
New York,Phones,Plantronics MX500i Earset,257.7,7.731,0.0,3
Ohio,Paper,Xerox 19,24.784,7.745,0.2,1
Oregon,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",24.784,7.745,0.2,1
Washington,Binders,GBC Instant Report Kit,20.704,7.764,0.2,1
California,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",88.776,7.7679,0.2,1
Texas,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",88.776,7.7679,0.2,1
Pennsylvania,Labels,Avery 499,23.904,7.7688,0.2,1
Texas,Labels,Avery 499,23.904,7.7688,0.2,2
Washington,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,48.58,7.7728,0.0,1
Ohio,Art,BIC Liqua Brite Liner,38.864,7.7728,0.2,1
Rhode Island,Paper,Avoid Verbal Orders Carbonless Minifold Book,16.9,7.774,0.0,1
Rhode Island,Furnishings,Eldon Wave Desk Accessories,17.67,7.7748,0.0,1
Alabama,Art,"Sanford Colorific Colored Pencils, 12/Box",25.92,7.776,0.0,1
Missouri,Binders,3M Organizer Strips,16.2,7.776,0.0,1
Tennessee,Paper,"Southworth 100% Résumé Paper, 24lb.",24.896,7.78,0.2,1
California,Storage,"Eldon Base for stackable storage shelf, platinum",155.76,7.788,0.0,2
Pennsylvania,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",23.968,7.7896,0.2,1
Minnesota,Storage,Personal File Boxes with Fold-Down Carry Handle,31.16,7.79,0.0,1
Washington,Art,Prang Drawing Pencil Set,22.240000000000002,7.8118,0.0,2
Ohio,Furnishings,G.E. Halogen Desk Lamp Bulbs,22.336,7.8176,0.2,1
Washington,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",25.032,7.8225,0.2,1
Colorado,Appliances,Belkin 6 Outlet Metallic Surge Strip,104.54400000000001,7.8408,0.2,2
Virginia,Storage,Hanging Personal Folder File,31.4,7.85,0.0,1
Texas,Paper,"Wirebound Message Book, 4 per Page",21.72,7.8735,0.2,1
Washington,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",20.24,7.8936,0.0,1
Arizona,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,28.736,7.9024,0.2,2
Massachusetts,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",16.14,7.9086,0.0,1
California,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",18.84,7.9128,0.0,1
Georgia,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",18.84,7.9128,0.0,1
Washington,Phones,Clarity 53712,105.584,7.9188,0.2,1
Illinois,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),25.344,7.92,0.2,1
Arizona,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),25.344,7.92,0.2,1
Pennsylvania,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),25.344,7.92,0.2,1
Missouri,Binders,Binder Posts,17.22,7.9212,0.0,1
New York,Art,Newell 331,29.34,7.9218,0.0,1
New York,Art,50 Colored Long Pencils,30.48,7.9248,0.0,1
Pennsylvania,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",24.4,7.93,0.2,1
Illinois,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",24.424,7.9378,0.2,1
Ohio,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",24.424,7.9378,0.2,1
California,Art,Newell 343,29.4,7.938,0.0,4
Utah,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",158.9,7.945,0.0,1
Delaware,Labels,Avery 492,17.28,7.9488,0.0,1
California,Binders,Acco Suede Grain Vinyl Round Ring Binder,24.464,7.9508,0.20000000000000004,3
Georgia,Envelopes,Fashion Color Clasp Envelopes,16.23,7.9527,0.0,1
California,Furnishings,Eldon 500 Class Desk Accessories,24.14,7.9662,0.0,1
Pennsylvania,Labels,Avery 487,23.616,7.9704,0.2,1
Ohio,Labels,Avery 501,23.616,7.9704,0.2,2
Maryland,Storage,Acco Perma 3000 Stacking Storage Drawers,41.96,7.9724,0.0,1
Connecticut,Supplies,Acme Box Cutter Scissors,30.69,7.9794,0.0,1
Michigan,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",15.96,7.98,0.0,1
Nebraska,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",15.96,7.98,0.0,1
Virginia,Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",29.56,7.9812,0.0,1
New Mexico,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,33.29,7.9896,0.0,1
Kansas,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,33.29,7.9896,0.0,1
Idaho,Binders,GBC Instant Index System for Binding Systems,21.312,7.992,0.2,1
New York,Phones,iOttie HLCRIO102 Car Mount,159.92,7.996,0.0,2
